text,Preprocessed_text
Customer service is non existent. Safety is minimum! Some tuk drivers can also be really rude. The app is a failure,customer service non existent safety minimum rude app failure 
Good,good 
Good,good 
because of the promo,
Good,good 
"Great app, but there are always no drivers when it's raining.",great app 
"Extremely poor customer support. Lodged a complaint days ago via email. Twice today via phone and still they haven't resolved the matter. Kept on saying that they will ""forward the details to the relevant department"".",extremely poor customer support lodge complaint day ago twice today phone resolve matter keep say forward relevant department 
No support or reply to a customer regarding a complaint. Worst customer service. In a time automaticaly complaint gets closed,no support reply customer complaint bad service time close 
"pick me new driver app is worst.. taking long time to get final fare. previous shown properly every seconds updated fare. i think something wrong in updated version. i want to know, is pick me trying to add any hidden charges?",pick new driver app worst take long time final fare previous show properly think wrong version want know try add hide 
Use full app and fully safe . good tnx pickme,use app fully safe good 
I never use the pickme . This is my first time.,use time 
Very poor service,poor service 
Grateful service,grateful service 
At the start PickMe was great but now the drivers seem to ignore you on your pickup location and go ahead to your destination and charge you for a trip you didn't take. I've had this experience on 2 occasions and I didn't receive a response for my complaints from PickMe at all. Obviously the way you treat your customers is absolutely poor and this is why I'm giving a 1 star rating and really wish I could give no rating at all because your service and response is hopeless.,start great ignore pickup location ahead destination charge trip experience receive response obviously way treat absolutely poor give star rating wish service hopeless 
I have been using pickme since the day one but sometimes they charge you for wrong distances and customer service officers does absolutely nothing about your complaints.,day charge wrong customer service absolutely 
Awesome,awesome 
Good,good 
ok,
Good,good 
Very nice thank you,nice thank 
Good,good 
One of the most convenient mode of transport..,convenient mode transport 
No experience,no experience 
Used to work ok.New app version showed no vehicles available,work new app version available 
Good,good 
Best,best 
Best app for ride hailing 🤩,best app ride star strike 
some things went wrong by given mobile number. it number seems to UK cord number. Please can you correct it,go wrong give mobile number cord correct 
"Awful app. Shows the cars come up, says it's available and gives a price. Go to book it and nothing happens and cant find a car. Also attempted to do a pre booking and I got a confirmation of the booking. 30 minutes before the expected pick up time (the next day), we got a call to say no cars were available. They said that the request was confirmed, but not the car and there wasnt one. Which is ridiculous and not helpful. Either its confirmed or it's not!! Then we were left stranded and no taxi.",awful app come available price book not find car get confirmation pick time day say request confirm ridiculous helpful leave taxi 
I Really happy about this app thank you pickme,happy app thank 
"Best app ever, better than uber",good app better 
Good,good 
Cc,
Very good,good 
"Worst , when ever I try this app always it shows all the driver near you are busy, useless.",bad try app driver near busy useless 
Great,great 
Good,good 
So far has been satisfactory. Expect same in future toi.,far satisfactory expect future toi 
Ali.,
Good,good 
"Do the drivers know if the customers add a promo code? If yes,what I want to say is that your service is very poor. Bcz none of them accept the ride. If i remove the promo code they accept the ride.",know add code yes want service poor accept ride remove 
