,Reviews,KeyWords,text
128,add phone number trip improve ,"['add', 'phone', 'number', 'trip', 'improve']",Add the drivers phone number in trip details and improve the gps
129,price travel small distance provide variety need app ,"['price', 'travel', 'small', 'distance', 'provide', 'variety', 'need', 'app']",Price changes while you are traveling. Once it changes from Rs. 70 to 250 while traveling a small distance. But providing variety of vehicles for your needs. So its okay app
130,good improve ,"['good', 'improve']",Good but can improve
131,responsible delivery bad customer service ,"['responsible', 'delivery', 'bad', 'customer', 'service']",they aren't responsible for drivers issues and delivery issues. worst customer service ever.
132,little like people friendly ,"['little', 'like', 'people', 'friendly']",Make the fares a little more cheaper like uber bcz people are now using uber bcz that their costs are cheaper but pickme is quicker and friendly
133,bad will not come time train know treat customer ask cancel order shall drop buy pick money app better give change ,"['bad', 'will', 'not', 'come', 'time', 'train', 'know', 'treat', 'customer', 'ask', 'cancel', 'order', 'shall', 'drop', 'buy', 'pick', 'money', 'better', 'give', 'change']","The drivers are worst. they wont come on time and not trained.they dont know how to treat the customer.They ask us to cancel the order , then says I'll come to drop you buy not via pick me. and asking more money than the app show. Uber is better than this. Even they are not giving change as well."
134,order pick food add happy meal bring ,"['order', 'pick', 'food', 'add', 'happy', 'meal', 'bring']",When I ordered pick me food from McDonald's I added 2 happy meal burgers they didn't even bring 1
135,payment method automatically cash order ,"['payment', 'method', 'automatically', 'cash', 'order']",Payment method automatically changed to the cash after order placed.
136,wait traffic price high normal better consider issue point view reduce level want compete ,"['wait', 'traffic', 'price', 'high', 'normal', 'better', 'consider', 'issue', 'point', 'view', 'reduce', 'level', 'want', 'compete']",If you are waiting in a traffic price will be higher than normal taxies. Better to consider that issue for riders point of view. It is better to reduce the price level if want to compete with uber.
137,gather cab ,"['gather', 'cab']",Gather a cab for Moratuwa to panadura
138,hi not add credit card payment use different look thank ,"['hi', 'not', 'add', 'credit', 'card', 'payment', 'use', 'different', 'look', 'thank']","Hi, I cant add my credit card to payment methods, it always says failed eventhough i use different cards. Please look into it, thanks."
139,driver log complain respond pick ride people highly satisfied recommend ,"['driver', 'log', 'complain', 'respond', 'pick', 'ride', 'people', 'highly', 'satisfied', 'recommend']",Driver overcharged.logged a complain but never get any respond. Pick me ride and pick me foods both scamming people. Im highly satisfied with uber than pick me I will Never ever recommend pick me to anyone.
140,new update skip drop location ,"['new', 'update', 'skip', 'drop', 'location']",New update cannot skip drop off location.
141,new update taxi charge high pay normal home town pick wrong app unfair disgusting easy ,"['new', 'update', 'taxi', 'charge', 'high', 'pay', 'normal', 'home', 'town', 'pick', 'wrong', 'app', 'unfair', 'disgusting', 'easy']",After the new update.. the taxi charge is very high. Even I pay 100 rupees to normal taxi from my home to town.. the pick me charge is 150 rupees.. what's wrong with this app? Very unfair.. disgusting.. Uber is more easy than pickme
142,multiple keep wait cancel explanation ,"['multiple', 'keep', 'wait', 'cancel', 'explanation']",Drivers on multiple occasions have kept me waiting for over 15 mins to only cancel afterwards without any explanation.
143,cheat time gentlemen ,"['cheat', 'time', 'gentlemen']",Some drivers are cheating.... at the same time some drivers are gentlemens...
144,ride app food not function properly delivery enormously misleading phase breakdown order dashboard extremely poor competition want fight need smarten ,"['ride', 'app', 'food', 'not', 'function', 'properly', 'delivery', 'enormously', 'misleading', 'phase', 'breakdown', 'order', 'dashboard', 'extremely', 'poor', 'competition', 'want', 'fight', 'need', 'smarten']","Functions well as a ride sharing app but PickMe food is attrocious. They dont seem to have enough riders to function properly, delivery estimates are enormously misleading and phase breakdown on order dashboard after an order is placed is extremely poor compared to the competition. If they want give uber a fight they really need to smarten up."
145,good add cord vehicle come ,"['good', 'add', 'cord', 'vehicle', 'come']",This was not good. They give 100Rs promo but when i add the promo cord no vehicle comes.
146,good app reasonable price search restaurant food ,"['good', 'app', 'reasonable', 'price', 'search', 'restaurant', 'food']",Good App & reasonable price in each trips. Only I can't search the restaurant name in pickme food.
147,no st road ,"['no', 'st', 'road']",No23 st xavier road akkara panaha
148,take receive log code ,"['take', 'receive', 'log', 'code']",Why It's taking toooo loooong for receive log in code..
149,unhappy service no need extra charge start meter pick poor ,"['unhappy', 'service', 'no', 'need', 'extra', 'charge', 'start', 'meter', 'pick', 'poor']",I'm very unhappy with the service. No vehicles when we need. Some drivers extra charging. Some drivers start the meter before picked us. Poor service
150,useful like ,"['useful', 'like']",It's very useful for me I like it very much
151,improve show driver location conflict confusion ride issue ,"['improve', 'show', 'driver', 'location', 'conflict', 'confusion', 'ride', 'issue']",Must improve showing the driver's location. Caused conflict and confusion between my last ride due to issue.
152,hey result love idea convenient better get vehicle outside day pass lot find pm not know like earth price ask high lead argument ,"['hey', 'result', 'love', 'idea', 'convenient', 'better', 'get', 'vehicle', 'outside', 'day', 'pass', 'lot', 'find', 'pm', 'know', 'earth', 'ask', 'high', 'lead', 'argument']","Hey Pickme, As a result, I love the idea of pickme. Its more convenient and better than getting a tuk/vehicle from outside. The more days pass by the more better it gets. But however, it glitches a lot where it gets on my nerves. Am i the only one who cannot find a tuk after 6pm(it always claims that there are no drivers)! Moreover, doesnt the tuk drivers know about the PROMOtions? They be like why one earth has the price decreased and then ask a higher amount which will lead to an argument! TY"
153,important thank ,"['important', 'thank']",Very important for me. thanks pickme
154,app easy use child choice taxi service option save home address find easily facility mention way return enter destination ,"['app', 'easy', 'use', 'child', 'choice', 'taxi', 'service', 'option', 'save', 'home', 'address', 'find', 'easily', 'facility', 'mention', 'way', 'return', 'enter', 'destination']","This app is easy to use. Even a child can use it. My first choice in taxi service. Please have an option to save our home address so the drivers can find us easily. Also, there is no facility to mention 2 way / return trips. Most of our trips are 2 way trips, as such, we never enter the destination."
